Geneid,Reference_1,Reference_2,Test_1,Test_2
b1528,4.569224032,4.047909196,4.564667241,4.461324404
b1529,5.224876016,5.390068476,5.236775904,5.318004742
b1530,5.022991499,5.425363959,6.071881079,5.954669198
b1531,5.78095648,5.695003104,7.560791278,7.45060408
b1532,4.023913221,3.986133459,5.704984983,5.325469478
b1533,5.876992246,5.884647662,5.429729492,5.605510122
b1534,3.530342945,3.855407396,2.716621062,2.796224179
b4599,5.532236883,5.799927729,7.073555122,7.335813986
b1535,3.452118684,3.644914804,3.86835135,4.001411288
b1536,4.557389358,4.459558954,5.635997457,5.667868038
b1537,3.89248704,3.758068342,4.191529169,4.319968288
b1538,6.805810543,6.945389684,6.992181353,6.972191154
b1539,8.834255916,8.732075374,8.354541577,8.334547133
b1540,6.834857263,6.889882877,6.493641409,6.561897314
b1541,4.891542437,4.867853547,4.52170788,4.019281967
b1542,2.071749944,2.491142634,3.032331829,3.119723174
b1543,1.796523348,1.461075751,1.614779242,1.807659414
b4748,0,0,0,0
b1544,0,0,0,0
b1545,0,0,0,0
b1546,2.993811772,2.295144595,2.915193097,3.138222879
b1547,1.147443624,1.355209642,1.687648623,1.688349987
b1548,2.839797806,2.173246561,2.353397598,2.067697606
b4533,0,0,0.521364533,0.543396979
b1549,0,1.49858272,0.993759729,1.624494233
b1550,8.749785817,8.283025308,9.412057039,9.445678401
b1551,1.050783891,0,0,0
b4749,0,0,0,0
b4724,0.914213016,1.216209412,0,1.707179963
b1552,1.746150491,2.510196627,2.270780696,2.175515363
b1553,1.0051108,1.00322373,1.016297574,0.717884798
b4689,0,0,0,0
b1554,1.171380569,1.522815761,0.818048072,1.001563556
b1555,2.248168386,2.072651276,1.716064121,2.031201284
b1556,1.732017137,0,0.958416828,0.580644077
b1557,5.393024129,4.959135777,4.090345159,4.157655737
b1558,3.011472013,3.204721382,3.190601326,3.17631222
b4750,3.602315989,3.896777929,4.339194215,4.235620102
b1559,2.61031569,2.995537306,2.299541356,2.612835963
b1560,0.710939187,0.562091153,1.351740695,1.013890099
b1561,3.61799133,3.160295502,2.976677681,3.590116317
b1562,6.574489926,6.284628219,7.57753273,7.475845541
b1563,7.685865887,7.559075143,7.667546766,7.674444762
b1564,6.891435245,7.092529204,7.228575361,7.102923838
b1565,0.628851979,0.861849094,1.873059624,2.052412005
b1566,4.134813161,3.616639758,4.079509658,3.920513988
b1567,1.691106551,1.415448734,1.237670128,2.191474425
b1568,1.953256968,1.443074455,2.05325158,1.979092468
b1569,0,1.058486034,0.912213827,0.946117493
b1570,7.397357684,7.137192078,7.283476244,7.461381579
b1571,2.402345826,1.380338857,2.092492014,2.355185667
b1572,1.844751283,3.130185276,3.388965387,2.579714752
b1573,3.344892359,3.87822297,3.658577273,2.432574562
b1575,1.86932752,0,1.387844309,1.092619977
b1576,0,1.203312222,1.642538355,1.080598117
b1577,1.965060312,1.995392938,2.14685557,2.238419041
b1578,0.327062947,1.335005417,0.207946169,0.217738975
b1579,2.074601231,2.429740619,2.110645895,1.693950306
b4534,2.004400701,0,0,0.973977699
b1580,2.349791313,2.225937372,1.721115287,2.224242095
b1581,1.907623167,1.612848675,2.00653655,1.718257966
b1582,4.352436298,4.534893739,3.938225368,3.914037704
b1583,8.449282159,8.585772495,8.836993274,8.744206587
b1584,7.767815463,7.696425806,7.736470054,7.708386161
b1585,5.75861305,6.068976672,6.307864572,6.417027315
b1586,6.657913262,6.426366699,7.184601876,7.083893765
b1587,1.855009351,1.879480397,1.175762773,1.072112302
b1588,3.459477076,3.405442296,2.331756797,2.389257323
b1589,2.852366995,3.184963442,2.309131471,2.460204802
b1590,4.305305656,4.322974914,3.990252212,4.046378815
b1591,5.544367714,5.876514668,5.400610019,5.43016841
b1592,2.984750562,3.063873475,2.903603364,3.26303364
b1593,4.230717529,4.541036084,4.601128174,4.551641221
b1594,5.542074039,5.723160718,5.535545965,5.492007299
b1595,3.737904701,3.878598924,3.631578881,3.749652859
b1596,4.109740537,3.996295942,6.136905938,6.225537661
b1597,4.236797456,3.802285105,4.487196989,4.325597648
b4601,0,0,0,1.185350222
b1598,6.153116978,5.957897685,6.134874505,6.132183294
b1599,3.186755682,3.714436884,2.643276727,2.904342439
b1600,3.922188604,4.281775045,2.992380198,2.6470497
b1601,2.930267724,2.659110208,3.100677785,2.848944682
b1602,9.854988067,9.900714398,10.03968415,10.05234828
b1603,10.2630666,10.36464141,10.60016243,10.57432572
b1604,7.268682004,7.557555778,7.360225953,7.406380111
b1605,3.023604862,3.476062606,3.162628641,3.062145178
b1606,5.397757572,5.456032682,5.377684282,5.231333934
b1607,6.444217727,6.555331127,5.681595288,5.785364916
b1608,6.758525495,6.822780298,6.858234122,6.897007383
b1609,5.442968633,5.604094119,5.518192927,5.537906892
b1610,5.113342244,5.067884702,5.261146509,5.293117997
b1611,5.825939995,6.052650884,5.094078779,5.058443756
b1612,8.310574577,8.449229371,6.037659393,6.019725166
b1613,6.911847414,7.134625445,6.901836696,6.850545615
b1614,7.951941991,8.050951282,8.0287855,8.022152477
b1615,0.731410478,1.474078724,1.511261785,1.382014076
b1616,0.448919892,0.447914517,0.973625754,0.831048921
b1617,1.253339189,1.409463897,1.484862965,1.531160909
b1618,6.284321234,6.293636767,6.12810445,6.15150766
b1619,7.611805949,7.73478226,7.9306534,8.130753985
b1620,3.610014989,3.690438566,3.834404202,3.87046223
b1621,3.455468484,3.06684429,3.073395653,2.672447302
b1622,5.474734043,5.588652702,5.597367641,5.38182807
b1623,5.44444684,5.29245288,5.452817602,5.492141905
b1624,7.210466557,7.367194512,7.431547018,7.376105838
b4409,5.75682174,5.543982572,6.772552637,6.548295518
b1625,5.066385183,5.249973591,6.229575283,5.882042879
b1626,6.136955646,6.061552276,6.729237224,6.765000612
b1627,5.958466346,6.1594449,6.181582979,6.136098647
b1628,6.093296359,6.049377184,6.279938492,6.241874898
b1629,6.069947168,6.20984804,6.215595736,6.187530913
b1630,5.956369251,6.209052655,5.931240633,5.777933836
b1631,5.659190579,5.367231684,5.635670481,5.657225514
b1632,5.750705283,5.816121556,5.902910233,5.748109763
b1633,5.871993454,5.714718067,5.776484057,5.652732912
b1634,3.386055298,3.295682346,3.201720288,3.107634787
b1635,7.843591856,7.856212309,7.901981356,7.879896506
b1636,5.879080714,6.127161791,5.908486732,5.866810693
b1637,8.045974139,8.179686565,8.092515909,8.173348363
b1638,7.380690201,7.383542803,7.134820745,7.199348622
b1639,4.572709524,4.371973787,4.263926622,4.752055939
b1640,5.149337359,5.237581207,5.215554059,5.374985572
b1641,9.797271397,9.957839931,9.615343138,9.673791455
b1642,8.299151119,8.365821912,8.659893611,8.639747196
b1643,4.10635213,3.772308161,3.883000991,3.390091815
b1644,3.812981632,3.758607267,3.575600083,3.582267198
b1645,2.837064643,2.241071931,2.335771477,2.786992023
b1646,6.715427343,6.713896595,6.944361819,6.949707293
b1647,6.342362199,6.320304186,6.674992841,6.49207804
b1648,5.961129603,5.450479332,5.292731758,5.61953711
b1649,4.338103029,4.334526039,4.09831136,4.165644524
b1650,5.230421492,5.568922087,5.212884121,5.366626662
b1651,8.16699459,8.273102619,8.124773004,8.249143117
b1652,6.487822757,6.612950902,6.238613595,6.335894059
b1653,3.833152559,4.06263983,4.094543379,3.927006035
b1654,9.892914886,9.98333128,7.656775144,7.904894748
b1655,6.5003318,6.494976811,6.028758397,6.118292374
b1656,9.331891101,9.618664084,5.12015806,4.935855888
b1657,4.35280658,4.211741124,4.541513749,4.599075199
b4602,8.459735851,7.548405826,6.971535239,7.367328692
b1658,8.694254134,8.697576424,8.272721872,8.197785232
b1659,4.526041938,4.244965377,4.471221665,4.257417832
b1660,4.110732906,4.005815328,4.120091131,3.968961294
b1661,8.87991055,8.928656244,9.240573523,9.290133509
b1662,7.632158136,7.584188383,7.574441308,7.579111216
b1663,5.091486511,4.886514063,4.767876721,4.879348396
b1664,6.861819847,7.092792099,6.700405833,6.84992907
b1667,9.451844803,9.581303591,9.521626182,9.382244228
b1668,5.852190603,6.013024252,5.812895607,5.93744977
b1669,2.618422224,1.343815242,2.250592952,2.307284617
b1670,2.393388308,2.360854772,2.825998698,2.805620987
b1671,2.086989199,2.455846767,2.120934582,2.226419712
b1672,2.034177936,2.990521456,2.592223509,2.863253722
b1673,1.539968997,1.348298285,1.712173034,1.718202866
b1674,0.340997331,0.484298979,0.857825757,0.596565969
b1675,6.940181621,6.002792929,4.864612217,5.69953603
b1676,9.667726251,9.648035319,9.362794012,9.343302398
b1677,15.20731741,14.50166492,14.09888515,14.16791784
b1678,7.028833274,7.173416697,7.386514618,7.508179131
b1679,6.48543393,6.599422179,8.276166271,8.228920598
b1680,6.408226155,6.496842744,8.760099095,8.756122153
b1681,6.993618791,7.104946936,8.916619478,8.852095828
b1682,6.524915986,6.606286866,8.350930825,8.325554264
b1683,6.527148055,6.574359275,8.491244518,8.5030591
b1684,6.41394419,6.700828132,9.051119168,9.004314664
b1685,8.350987822,8.053496599,8.702299272,8.844570642
b1686,7.300146221,7.107727008,6.426429002,6.375587437
b1687,7.477682337,7.572934755,6.456726708,6.428177924
b1688,5.607780136,5.725481057,5.887706913,5.879983016
b1689,2.246800366,1.263755017,1.946096972,1.484834558
b1690,0.498542644,0,1.120173122,1.159168117
b1691,0.338115839,0.260100865,0.716933252,0.420264182
b1692,2.762287806,2.333065956,3.378390588,3.2506717
b1693,6.299248023,6.186614644,6.450044117,6.48475752
b1694,1.420063026,1.269283046,1.721443823,1.906720984
b1695,1.793704285,2.16150271,2.41487058,2.398851625
b1696,3.711321216,3.677244073,3.68249971,4.012509763
b1697,1.338986399,1.717484576,1.764166728,1.262496986
b1698,2.009582056,2.599527365,2.5825791,2.351472485
b1699,1.844751283,1.5552608,1.533626342,1.995277886
b1700,0.649508188,1.433737194,1.028158082,1.670984766
b1701,1.568346488,1.388152883,1.544136556,1.498128361
b1702,8.317653206,8.454427479,8.770113249,8.759407389
b1703,6.548583212,6.787411272,6.912301463,6.938542701
b1704,8.051261845,8.003424708,7.675492882,7.68123456
b1705,5.091164696,4.686549159,7.356449892,7.248598132
b1706,6.568108858,6.661841894,6.522724562,6.62637732
b1707,5.202570591,5.142796417,5.17375391,5.154934613
b1708,7.081740263,7.154436849,7.465046935,7.397185024
b1709,6.830224443,7.091647627,7.175514463,7.081421808
b1710,7.665385673,7.694621408,7.775575913,7.875539398
b1711,4.665023427,4.808671995,5.079469977,4.913173305
b1712,10.41781084,10.12908135,10.07099988,10.234944
b1713,8.467802997,8.512024716,8.817330323,8.854902226
b1714,8.783071511,9.035807798,8.806343436,8.733509503
b1715,4.755181302,3.598862931,3.329768408,3.688449196
b1716,11.76909449,11.67042985,11.30143542,11.41032508
b1717,12.18403305,12.03960099,12.39908689,12.42355404
b1718,12.70712114,12.61095407,12.61005341,12.58023002
b1719,10.02577931,10.14220767,10.06468621,10.05090153
b4494,0.768847648,0.839825623,0.716635866,1.088581687
b4535,4.042597388,3.896777929,4.312049891,4.157655737
b1722,6.039067666,6.028094949,5.371429218,5.393547943
b1723,7.940492263,7.976826744,8.045491918,8.043001921
b1724,7.302294261,7.462196924,7.554005036,7.690722251
b1725,6.688349621,7.002654269,6.81156956,6.972226758
b1726,6.415613353,6.640121722,6.04577844,6.345601171
b1727,6.938964852,7.026318009,6.898538543,6.862339408
b1728,2.538252234,2.700808636,3.265715156,3.221988146
b1729,9.30652348,9.245693801,9.537966697,9.529421419
b1730,1.296035425,1.667941957,1.713922723,1.763934289
b1731,5.639414737,5.210414396,5.595993258,5.450371831
b1732,7.413368414,7.689599106,7.403316089,7.595736792
b1733,3.889479889,4.248550813,4.332726003,4.235620102
b1734,2.868216113,2.341101897,3.190768876,3.090032686
b1735,3.597596863,3.546095142,3.381982451,3.429792209
b1736,3.792841003,3.456288153,3.588313828,4.048899031
b1737,1.937102891,1.979909465,1.764915592,2.025577264
b1738,4.64137272,4.780930998,4.721724187,4.755297987
b1739,10.44364009,10.36006039,9.59868422,9.81104956
b1740,8.540342044,8.488864936,8.492763157,8.501541112
b1741,4.733564204,4.624067882,5.150880566,5.238862756
b1742,2.420509126,1.850141132,1.558415177,1.691456182
b1743,5.013592475,5.269353714,6.14129901,6.253961804
b1744,2.312697175,2.846949542,2.350426813,2.705488606
b1745,3.059861293,3.077904382,2.981300484,3.378112244
b1746,3.021689591,3.756399642,3.448597065,3.504437462
b1747,3.799293237,4.083153852,3.744238446,3.789010534
b1748,4.053873866,4.06806516,3.993967682,4.060994873
b1749,7.10130709,7.211567692,6.999793598,6.956664932
b1750,2.387461721,2.94181597,2.15004457,2.205668288
b1751,2.889661164,3.001639299,2.95620938,3.10055046
b1752,2.835785197,3.132890194,3.310370678,3.219494317
b1753,4.664546736,4.728603135,4.444985255,4.537615704
b1754,4.43487328,4.606508697,4.727244282,4.618873061
b1755,3.089152107,3.217939101,2.94448849,3.031615844
b1756,3.912585624,3.884377645,3.799871965,3.849985923
b1757,4.259220967,4.344337584,3.847479307,4.083770662
b1758,4.270988467,4.455723476,4.065825957,4.293826202
b1759,4.425427446,4.773999362,4.612850605,4.6057067
b1760,4.564247208,3.5842438,4.500880616,4.158535793
b1761,10.26905569,10.42203824,11.64974859,11.61073628
b1762,3.174676936,3.119094466,2.407475257,2.35407022
b1763,6.332427338,6.40303424,6.169360962,6.249141331
b1764,7.675026399,7.847190165,7.74472007,7.752051712
b1765,7.558189296,7.639956002,7.695642921,7.651787877
b1766,6.256288988,6.169526748,6.145141788,6.114776378
b1767,6.808943218,7.085035563,6.929477447,6.788652301
b1768,5.988605764,6.062639555,6.076403243,6.190244991
b1769,1.234606567,1.409463897,1.13702511,0.900207144
b1770,4.694295712,4.684528463,4.806096594,4.781943276
b1771,2.570964948,2.608611705,2.874598605,2.784849182
b1772,1.934166638,1.509358164,1.385020692,2.16991831
b1773,1.583687631,1.761530468,2.015249314,2.195507668
b1774,1.696818836,0.56476413,1.356774545,1.747592047
b1775,0.570049509,0.78656978,0.669489808,0.949131286
b1776,1.261249397,0.550373041,1.709259121,1.84151611
b1777,8.092198072,8.136209844,7.064283563,7.375526803
b1778,8.666853661,8.723455646,7.827287283,7.76070633
b1779,12.64580673,12.71944986,12.79418823,12.74736688
b1780,6.65989635,6.886124694,6.954677321,6.883493909
b1781,5.339745758,5.349939182,4.668079577,4.776822587
b1782,9.421699617,9.450755775,9.263900987,9.238238636
b1783,7.763797327,7.991378647,8.085243721,8.172525347
b1784,5.952662357,6.136401795,6.155600982,6.374011345
b1785,0.748105849,0.746584348,0.499861106,0.786718861
b1786,3.426917544,3.552862459,3.819379282,4.013163966
b1787,7.399526711,7.436307847,7.172881835,7.154156245
b1788,2.881408873,3.396180552,0.978286607,1.013890099
b1789,4.125652793,4.363442554,4.063833005,4.226422299
b1790,4.176634296,4.173079367,4.310048409,4.448465257
b1791,2.502690059,2.791786395,3.226403595,3.329859625
b1792,6.273947491,6.4230534,6.409522313,6.283376056
b1793,5.757654449,5.830555594,5.341517189,4.98369705
b1794,7.077894951,6.891707667,7.016480112,7.038957017
b4676,5.643030566,5.372341687,5.821752573,6.503564681
b4675,3.602315989,4.143578641,3.568687788,4.179913799
b1795,10.18802954,9.940124357,8.362334007,8.882982487
b1796,0.936245657,1.900523599,2.117619233,2.894060017
b1797,2.237279583,2.369764413,3.837820796,3.987821333
b1798,3.416855321,3.580098852,3.086150922,2.880675272
b1799,5.13732082,5.111243648,5.422627544,5.343962035
b1800,3.355631602,3.535325002,3.975085091,4.272872904
b1801,0.548394213,0.230165618,0.827731049,0.530185239
b1802,1.397601116,1.688509763,1.292027144,1.279226575
b1803,2.547386937,1.735632642,2.163432214,2.318680114
b1804,5.756445091,5.852085478,5.556279188,5.634494945
b1805,5.216928108,5.262417837,4.813895492,4.848265754
b1806,6.285076744,6.284016324,6.295262543,6.38812765
b1807,6.113041903,6.106827715,6.11272945,6.111135897
b1808,4.8576953,5.035805969,5.075890565,5.060597559
b1809,8.978633023,8.765720249,8.653013693,8.613192203
b1810,6.334287216,6.585613569,6.749757537,6.692002838
b1811,7.013126777,6.791452972,7.574241138,7.462812515
b1812,5.018929189,5.143237463,5.287906649,5.315442069
b1813,5.855018285,6.140535666,6.233469167,6.065951146
b1814,5.131260872,5.117487492,5.205337639,5.28649492
b1815,3.227146193,2.949725122,3.484482954,3.455958818
b1816,5.718250186,5.639060864,5.490698848,5.5070401
b4751,5.559890331,5.638994427,5.465012186,5.236360793
b1817,9.549819444,9.698897332,9.341058321,9.259527053
b1818,9.422926301,9.435959157,9.289817432,9.248989851
b1819,9.52093522,9.481086928,9.324968778,9.349802898
b1820,5.434622568,4.952803732,5.145603928,5.409622275
b1821,2.587940458,2.435943838,2.141890536,2.365385254
b1822,5.836400222,6.164127597,5.688019508,5.87961651
b1823,11.63470861,11.18945251,10.8766172,10.98546153
b1824,11.4319798,11.34300246,10.95198617,10.99211028
b1825,7.985891742,7.511802973,6.499588492,6.668371352
b1826,6.605252247,6.274703961,6.206728626,6.564571256
b4536,6.730408397,5.941205518,5.833514401,6.104057583
b1827,7.194132348,7.30046305,7.306481813,7.349028875
b1828,2.427663841,1.968104051,2.612445231,2.822940331
b1829,8.277689801,8.249949302,8.386026073,8.374182871
b1830,8.317955114,8.382109168,7.980712135,7.98529824
b1831,9.850173402,9.939776102,9.717408642,9.628003973
b1832,8.70250388,8.689419221,8.639661223,8.732194113
b1833,4.685839725,4.641518402,4.636862934,4.605270813
b1834,5.283723932,5.360062955,5.492146945,5.508921604
b1835,5.262391994,5.267427375,5.064746879,5.003102997
b1836,9.257082729,8.993421714,8.916589215,9.057983135
b1837,6.516564607,6.37623251,6.623790076,6.686703787
b1838,2.929010818,3.589768413,3.023603748,3.268166343
b1839,7.280480843,7.292531244,7.181470904,7.333016413
b1840,6.673997568,6.929587159,6.550929577,6.538407225
b1841,7.63941167,7.905540635,7.513519734,7.549805666
b1842,7.323886494,7.179959338,7.547569103,7.230698655
b1843,5.883038679,5.647002114,6.050348685,5.944914146
b1844,6.42162386,6.398681194,6.682424483,6.549420835
b1845,4.980957096,4.930237165,5.062734859,5.068726409
b1846,4.54166523,5.003367196,4.877655041,4.707978253
b1847,8.285134468,8.327211245,8.542203274,8.817982304
b1848,6.926522154,6.932973845,8.857232281,8.79030063
b1849,7.480017548,7.780896227,7.843033276,7.792401858
b1850,7.916546069,7.985566172,7.67082687,7.677556533
b1851,5.391087057,5.553503824,5.758194928,5.67829701
b1852,8.286560001,8.377001953,8.807566108,8.763909828
b1853,5.760966168,6.024800351,5.668963437,5.554935487
b1854,7.899258229,8.083320938,8.101988905,8.094675268
b1855,6.813167289,6.983810551,6.757659493,6.825623426
b1856,5.848262631,5.951268751,6.354799219,6.617088843
b1857,6.32873401,6.478918367,7.998993021,8.354280929
b1858,5.702719322,5.761950768,5.742771456,5.852300105
b1859,4.752148077,4.052446394,4.715419312,4.711049953
b1860,6.107743398,6.21869664,6.613620966,6.609646321
b1861,6.26053873,6.327049835,6.971535239,6.953573166
b4677,0,0,1.346746723,1.39049777
b1862,1.686143258,2.11045094,0.591470049,1.872820134
b1863,6.912395476,7.05792895,6.895540856,6.886107353
b1864,8.324027713,8.566206699,8.29341379,8.286663075
b1865,7.844291654,7.768093975,7.839275091,7.809143542
b1866,8.177573603,8.333131091,7.885329065,7.876792505
